Operateur;Latitude;Longitude;2G;3G;4G
20810;50.2313245933244;2.70596179463462;1;1;1
20815;50.2313335726224;2.70596174250768;0;1;1
20801;48.0149820550621;2.71830115717391;1;1;1
20820;50.2313246601952;2.7059897913485;1;1;0
20820;48.0149911182315;2.71832793373175;1;1;1
20810;48.9254735879409;2.71355108488944;1;1;0
20815;48.0148115240304;2.71848983649445;0;1;1
20801;42.6438292686859;2.74450559059359;1;1;1
20810;48.8266862708547;2.71437991948177;1;1;1
20810;48.1823458370852;2.71790623099174;1;1;1
20815;48.1823548350529;2.71790618292453;0;1;1
20820;48.1824908003351;2.71832255894955;1;1;1
20815;50.4376432594065;2.7062208021517;0;1;1
20810;50.4376164293533;2.7062631258675;1;1;1
20820;48.5995565722504;2.71678504365626;1;1;1
20810;48.5995565722504;2.71678504365626;1;1;1
20801;44.4117116613571;2.73777662674965;1;1;1
20801;50.3279486720412;2.70715292379854;0;1;1
20801;48.8404041602556;2.71558546967267;1;1;1
20820;50.437707197897;2.70668427209869;1;1;1
20801;46.2867358342198;2.72898915325836;1;1;0
20801;48.2989490811185;2.7186843357597;1;1;0
20810;50.6021064891042;2.7059504617975;1;1;0
20820;48.1313841762117;2.71973746232783;1;1;0
20820;49.8713820449093;2.71026008457524;1;1;1
20810;50.8021661633895;2.70487410004222;1;1;1
20815;49.8791618107007;2.71027151651777;0;1;1
20801;48.1314296784223;2.71995229173414;1;0;0
20820;50.8015834903572;2.70508990683512;1;1;1
20810;50.6362549749938;2.70613151467675;1;1;1
20820;48.8397763450037;2.71631099624441;0;1;0
20820;43.4154822942788;2.74304168512716;1;1;0
20815;43.4154822942788;2.74304168512716;0;1;0
20801;43.4154733271512;2.74305406650399;1;1;0
20810;48.8397764096214;2.71633824497777;1;1;1
20815;48.8397854352147;2.71635182040295;0;1;1
20810;43.4155994231537;2.74311521049561;1;1;0
20810;49.8718865999411;2.71088271691648;1;1;1
20820;48.9219193988483;2.7164636126936;1;1;0
20801;50.8014506849375;2.70584106235597;1;1;1
20820;44.27412749654;2.73980315739012;1;1;0
20815;48.921829763237;2.71658691533318;0;1;1
20801;44.2745866454278;2.73983863640277;1;1;1
20820;44.2746047663949;2.7398886664485;1;1;1
20815;45.3280573709077;2.73499388980037;0;1;1
20810;43.3508555662594;2.74411882833118;0;1;0
20801;43.3508465994441;2.74413119565454;1;1;0
20815;43.3508555954106;2.74413115570895;0;1;0
20815;44.2744429823974;2.73998963420854;0;1;0
20801;45.328066647203;2.73510873315756;1;1;0
20810;45.328066647203;2.73510873315756;1;1;0
20820;43.3509550464027;2.74434028209056;1;1;0
20820;50.7172464061614;2.70752247261707;1;1;0
20810;47.7874105054705;2.72376616346014;1;1;1
20820;47.7875007907365;2.72388589006127;1;1;1
20810;50.7173546812268;2.70777625692468;1;1;0
20801;47.7874558526982;2.72391283326684;1;1;0
20801;45.4168798832457;2.73569575453167;1;1;0
20810;45.4168798832457;2.73569575453167;1;1;0
20810;48.0049590973587;2.72295401262104;0;1;0
20801;50.6367451685054;2.70849938374051;1;1;1
20815;45.4167816468652;2.73604143371979;0;1;0
20820;49.3003723403196;2.71635167304505;1;1;0
20801;49.3003903511613;2.71636532015702;1;1;1
20810;49.300399437299;2.7164065083926;1;1;0
20810;49.5225348282854;2.71549866528977;1;1;0
20801;49.5218249100407;2.71553020488122;1;1;1
20820;45.5788839995562;2.73582116295248;1;1;1
20815;48.4149806923468;2.72159065385738;0;1;1
20815;45.5794423514633;2.73584414909031;0;1;1
20810;48.4149179074689;2.72167207279803;1;1;1
20820;48.414900009688;2.72171271075289;1;1;1
20820;49.5220950417409;2.71574959517266;1;0;0
20820;50.384769579007;2.71089526306123;1;1;1
20801;50.3846708603108;2.71090986942268;1;1;1
20810;45.5802537682015;2.73626345358891;1;1;1
20810;44.2745836057691;2.74236936304658;1;1;1
20801;43.5976072861406;2.74553173501338;1;1;0
20820;48.8378694720932;2.72001349020129;1;0;0
20801;47.9983042420417;2.72487935013128;1;1;1
20815;47.998241374011;2.72493330901676;0;1;1
20810;48.8751382780389;2.72031760265643;1;1;1
20820;47.9983224909542;2.72498652060759;1;1;1
20801;48.6205192370684;2.7222614373537;1;1;1
20801;45.5855514771531;2.73749506005328;1;1;1
20820;42.6285783328118;2.75084246541899;1;1;1
20801;49.4991816368498;2.71761493739491;1;1;1
20820;48.6218602797678;2.72259351800044;1;0;0
20810;48.6209974249963;2.72288300977629;1;1;0
20801;50.1352772930688;2.71474782117426;1;1;1
20820;42.4900748865589;2.75208881827703;1;1;1
20810;42.6288499975766;2.75168137331774;1;1;1
20820;50.1356196197133;2.71520697798134;1;1;0
20810;50.1356196197133;2.71520697798134;1;1;0
20815;50.1356286001566;2.71520692758859;0;1;1
20820;48.6863996790087;2.72318842083977;1;1;1
20810;50.081941853804;2.7156055576168;1;1;0
20815;50.0819508672218;2.71561946455394;0;1;0
20810;48.6860489883933;2.7232310310029;1;1;1
20801;50.0819599129807;2.7156473287047;1;1;0
20810;42.4900224738064;2.75274492399834;1;1;1
20820;48.5874932023865;2.72415852016978;1;1;1
20810;48.5874932023865;2.72415852016978;1;1;1
20801;48.6865448508737;2.72373103638296;1;1;1
20801;42.6859150524956;2.75216933051948;1;1;0
20801;50.4270342320887;2.71461593414753;1;1;1
20801;45.0830500266099;2.74194998656808;1;0;1
20810;43.212050409569;2.75035389007111;1;1;0
20801;43.2120683995572;2.75035381231017;1;1;1
20810;45.0835638958066;2.74222722470367;1;1;0
20820;50.081810750582;2.71716951443381;1;1;0
20810;48.7487519539258;2.72463959361873;1;0;0
20801;49.9949597497684;2.71801438404365;1;1;0
20801;48.7333184724041;2.72487051985887;1;1;1
20801;50.4594615897353;2.7159932158469;1;1;1
20815;44.493316476367;2.74611371227463;0;1;1
20820;44.4933255073953;2.74612624847447;1;1;0
20815;48.8709671696829;2.72493421737983;0;1;1
20810;48.733320849653;2.72590386170258;1;1;0
20801;48.8710846428107;2.72517898611296;1;1;1
20801;45.0826231708435;2.7442650421293;0;0;0
20801;44.7988591205675;2.74573279843712;1;1;0
20801;44.2322740090475;2.74838266419547;1;1;1
20810;44.7988593814293;2.74584660334092;1;1;1
20810;47.9896515833361;2.73074244566645;1;1;1
20810;48.4036173708192;2.72909565895459;1;1;1
20820;48.4032944516588;2.72951617645172;1;1;1
20801;48.4032944824755;2.72952968770142;1;1;1
20820;47.7779630848821;2.73278816535832;1;1;0
20801;48.0000664019103;2.73194993783215;1;1;1
20801;49.2361176085951;2.72566918078462;1;1;1
20820;49.2361087124106;2.72571041483366;1;1;0
20820;42.7566594772163;2.75668766337582;1;1;1
20810;42.7566594772163;2.75668766337582;1;1;1
20815;42.7567495302277;2.75674829516618;0;1;1
20820;47.997305824182;2.73290245235155;1;0;0
20801;43.1965449275194;2.75512971725374;1;1;1
20801;48.9371353330235;2.72825621050473;1;1;1
20810;49.1117282536268;2.72736841169358;1;1;0
20801;48.7448683298702;2.72937919325669;1;1;0
20810;48.8936562464825;2.72870136178019;1;1;1
20815;48.8936563082748;2.72872863872605;0;1;1
20820;49.0158714897214;2.72818603569539;1;1;0
20820;49.1113158771992;2.72790472046982;1;0;0
20810;49.9381580054549;2.72354793717056;1;1;1
20801;49.9382478955168;2.72357528560041;1;0;0
20820;49.9383288342893;2.72361660071856;1;1;1
20815;43.4891300152596;2.75487194449498;0;1;1
20810;43.4891932168967;2.75497053234845;1;1;1
20820;43.4892832695718;2.75500722009399;1;1;1
20820;44.4156225063007;2.75115949432891;1;1;0
20815;48.0213995851799;2.73429675033919;0;1;1
20820;50.4691776263036;2.72145178480795;1;1;1
20810;48.0213007785591;2.73437772970303;1;1;0
20810;50.4693578495658;2.72176021094645;1;1;1
20801;50.4691614759145;2.72225355590955;1;1;1
20801;50.5800196855575;2.72168347773733;1;1;0
20815;47.6558342876322;2.73722331653141;0;1;1
20810;48.1071237784492;2.73507528223634;1;1;0
20801;47.7651740234995;2.73697732824693;1;1;0
20820;45.7834183216593;2.74645229193946;1;1;1
20810;45.7834183216593;2.74645229193946;1;1;1
20820;47.6570951540392;2.73755016537001;1;1;0
20820;47.6570951540392;2.73755016537001;1;1;1
20810;47.6570683010818;2.73761690931791;0;0;1
20810;50.5023753380259;2.7230274034464;1;1;1
20815;50.5021868750136;2.72304251376663;0;1;1
20801;50.5021958824252;2.72305653804894;0;1;1
20820;50.5023933528458;2.72305545211559;1;1;1
20820;48.6407198608419;2.73310739800155;1;1;1
20810;48.6407198608419;2.73310739800155;1;1;1
20815;46.2935978630493;2.74473857748635;0;1;1
20801;46.2935621352351;2.7448686485036;1;1;1
20820;48.1629603877333;2.73585781328628;1;1;1
20810;48.1629603877333;2.73585781328628;1;1;1
20820;48.7353433555735;2.73331736952558;1;1;1
20815;48.7353434466953;2.7333581609297;0;1;0
20810;46.2947156391518;2.74526598384034;1;1;1
20820;46.2947427113716;2.74529183928583;1;1;1
20820;43.2018162399155;2.75923872598967;1;1;0
20820;47.9055502257802;2.73804871540108;1;1;0
20801;47.9054782888342;2.73807583971715;1;1;0
20820;49.1295317169265;2.73191928312465;1;1;0
20801;50.2690204905947;2.72597174645696;1;1;1
20801;48.6568335719518;2.73484449158185;1;1;1
20801;47.7225354021121;2.73958878754681;1;0;0
20820;47.7235264977083;2.74005080798604;1;1;0
20815;50.6447252724465;2.72512141556068;0;1;0
20801;50.6447343089908;2.72514959362302;1;1;1
20815;50.4508316043019;2.72641772796831;0;1;1
20820;48.344591229687;2.73803710064167;1;1;1
20815;48.3446002564684;2.73805055205573;0;1;1
20810;48.3444024134357;2.73809202545673;1;1;1
20801;48.3445554806845;2.73814524915749;1;1;1
20801;43.1062996340937;2.76223857339555;1;1;1
20801;48.0121258310924;2.74024437771622;1;1;0
20815;42.680007879058;2.76403885869998;0;1;0
20801;48.5816315415129;2.73755697404919;1;1;0
20801;50.4397306727079;2.72792576101399;1;1;0
20801;49.5570215070244;2.7327694503924;1;1;1
20820;48.88562442915;2.7362705701304;1;1;0
20810;48.2473793576805;2.74008267025497;1;1;1
20801;48.2470015190115;2.74011147507795;1;1;1
20801;47.5846403882726;2.74346731618173;1;1;1
20820;48.2474967405461;2.74027069255125;1;1;1
20801;50.4845255072415;2.72876715882668;1;1;1
20801;48.0056853465485;2.74154989962016;1;1;1
20810;47.5848207041609;2.74359949380948;1;1;1
20820;47.5847758151788;2.74365292660059;1;1;1
20801;50.0390011017151;2.73131136111045;1;1;0
20810;50.4404875256336;2.72920082733055;1;1;0
20801;49.2728899552373;2.7355169435309;1;1;1
20815;47.9984059706297;2.74197423564041;0;1;1
20810;47.9983433593042;2.74214884638277;1;1;0
20820;47.9966885573688;2.74262616784088;1;1;1
20801;50.3005020193838;2.73094567024145;0;0;0
20801;48.6047721536732;2.73970608944617;1;1;1
20801;44.8638443141944;2.75742733830222;1;1;0
20810;44.8638443141944;2.75742733830222;1;1;0
20815;44.8638533451884;2.75743995904194;0;1;0
20820;50.0394360250868;2.73305227678644;1;1;0
20810;48.4096814546266;2.74134776920529;1;1;1
20815;48.4097264371095;2.74134754788769;0;1;1
20801;47.9941076061538;2.74345653242743;1;1;1
20801;48.4094658627557;2.74149747279291;1;1;1
20820;48.4097627766165;2.74150952586017;1;1;1
20820;49.3135615883227;2.73705476985799;1;1;0
20820;50.4463902644005;2.73148873395604;1;1;1
20801;42.8286079486568;2.76695394160903;1;1;0
20815;42.8291744478792;2.76695167007619;0;1;1
20801;49.5891396701519;2.73670778584949;1;1;1
20801;49.1328381704481;2.73909550550034;1;1;1
20810;49.1327752644558;2.73910952381448;1;1;0
20801;48.029845518799;2.74462504350802;1;1;0
20810;49.5891581522385;2.73694268794641;1;1;0
20801;50.4538610186591;2.73247534608839;0;1;1
20820;49.5890414480102;2.73699857925577;1;0;0
20820;47.8426310576119;2.74567154567483;1;1;1
20810;47.8426310576119;2.74567154567483;1;1;1
20801;48.0013460969225;2.74490987957495;0;1;0
20801;47.8425861449703;2.7457118671229;1;1;1
20810;49.1963659950557;2.73911817809167;1;1;0
20820;50.2938816037002;2.73361586330433;1;1;1
20810;50.3040275963904;2.73370260793779;0;1;0
20810;50.293945119528;2.73392387778863;1;1;0
20820;43.1911105379363;2.76665938780926;1;1;1
20815;43.1911105645162;2.76667168111592;0;1;1
20815;50.293963288368;2.73402189328923;0;1;1
20810;43.1911466502159;2.76672070906953;1;1;1
20801;44.5204380858077;2.76130509082209;1;1;1
20820;47.6363787913845;2.74749345142898;1;1;1
20820;42.8300049445693;2.76843881925719;1;1;1
20810;42.8300049445693;2.76843881925719;1;1;1
20810;47.636514150787;2.74765261780322;1;1;1
20801;47.6365952455384;2.74769218612426;1;1;0
20801;50.7796352321822;2.7318953446353;1;1;1
20801;50.7026500336964;2.7328721751208;1;1;1
20820;50.0240669044226;2.73659041712016;1;1;1
20810;50.0240669044226;2.73659041712016;1;1;1
20810;47.8528318074346;2.74741450372825;1;1;1
20815;48.8560147838368;2.74259427624238;0;1;1
20810;48.8560058199864;2.74260794929562;1;1;1
20820;48.8559790163493;2.74268985428365;1;1;1
20815;44.5158314914134;2.76249465766424;0;1;1
20801;50.4486143807593;2.734668249077;1;1;1
20801;50.7274796531128;2.7331922243978;1;1;1
20801;48.6351937401376;2.74393830695721;1;1;1
20820;44.5161198859103;2.76264442730078;1;1;0
20810;50.7400329502448;2.7332385042936;1;1;1
20815;50.7400510776783;2.73332325144244;0;1;1
20820;50.7399434647749;2.73335210535151;1;1;1
20801;50.7399704437508;2.73338024295059;1;1;1
20820;47.8540839100572;2.74793005105053;1;1;1
20820;48.5299855799384;2.74470933716959;1;1;1
20815;48.5300036003325;2.74472279349273;0;1;1
20801;45.6594462376828;2.75805096745912;1;0;1
20810;44.9632972509318;2.76141039722537;1;1;0
20815;44.9633062545426;2.76141035890559;0;1;0
20801;44.9635495968307;2.76152346358655;0;1;0
20801;50.280330223884;2.73664375885095;0;1;1
20810;48.5286021353274;2.74559641038642;1;1;1
20810;49.3918561105998;2.74183303927102;1;0;0
20815;45.0647264337074;2.76194352836858;0;1;1
20815;49.1441667654584;2.74332798064026;0;1;1
20815;49.3159016561335;2.74255666515021;0;1;1
20815;43.9515201831393;2.76682448855971;0;1;0
20801;49.3741320762556;2.74252747583437;1;1;1
20820;45.0648714717886;2.76240029947196;1;1;0
20810;49.1442400047159;2.74394432434455;1;1;0
20815;50.4871388397787;2.73767321842111;0;1;1
20820;45.8440868529442;2.75980549557585;1;1;1
20820;49.1444032642707;2.7446150444178;1;0;0
20810;45.8441324248592;2.76006299000849;1;1;1
20801;48.8288820872875;2.74695096432735;1;1;1
20810;48.828765259716;2.7469923963329;1;1;1
20820;48.8291437306181;2.74734472496288;1;1;1
20801;50.3003531012011;2.74106719621574;1;1;1
20801;48.9691732152741;2.7477978728235;1;1;1
20820;44.4169116449779;2.76853656103821;1;1;1
20810;44.4169929512635;2.76867438623172;1;1;1
20810;42.7680030212875;2.7755320522484;1;1;1
20820;42.767769266556;2.77554515811995;1;1;1
20801;48.8618567202057;2.74933967175921;1;1;1
20820;44.5302582784174;2.76915437473744;1;1;1
20810;44.5302582784174;2.76915437473744;1;1;1
20810;48.9692846429729;2.74947732318516;1;0;0
20820;50.6948788834735;2.74129139344228;1;1;1
20810;50.6948880920271;2.74140436891217;1;1;1
20820;48.5496838856694;2.75216027638061;1;1;1
20801;48.5496299972649;2.75220117846211;1;1;1
20820;50.4355528695352;2.74304359772427;1;1;1
20810;48.5496216788157;2.75252639631783;1;1;1
20801;50.4700073033111;2.74400717508268;0;1;0
20820;50.4739839314803;2.74404323704594;1;1;1
20801;45.8437117138932;2.76555363297438;1;1;0
20801;49.1836963107541;2.75081238613627;1;1;1
20810;48.8760004275199;2.75244832562526;1;1;1
20801;48.8754162764538;2.75264197583504;1;1;1
20815;47.9865316853295;2.75683132582778;0;1;1
20801;47.9865227139013;2.75684477213112;1;1;1
20810;47.986406140571;2.75704638364524;0;1;0
20820;50.3017280062289;2.74595244376653;1;1;1
20820;49.1594324435299;2.75161457101873;1;1;0
20815;50.3013061919095;2.74603866995507;0;1;1
20820;47.7515212275089;2.75826489126278;1;1;1
20810;47.7515212275089;2.75826489126278;1;1;1
20815;48.876262632446;2.75312878265745;0;1;1
20801;49.1594507639514;2.75177898648844;1;1;1
20820;49.1848137469301;2.75208253208218;1;0;0
20815;49.1591729594928;2.75221899125427;0;1;1
20820;50.6408280382256;2.74501338128855;1;1;1
20810;42.680688947101;2.77986536739021;1;1;1
20820;42.6806979880419;2.77988970469184;1;1;1
20801;42.6807521584298;2.77999917171607;1;1;0
20810;49.0297823923151;2.75339714352833;1;1;0
20801;44.6479557324423;2.77274579272746;1;1;0
20810;44.6479557324423;2.77274579272746;1;1;0
20815;49.0297288911005;2.75361618738242;0;1;1
20815;44.6479288021885;2.77278373504932;0;1;0
20820;48.5736015311761;2.75581552764853;1;1;1
20810;48.5736015311761;2.75581552764853;1;1;1
20801;49.0970210827345;2.75346075422824;1;1;1
20815;42.7675003408237;2.78028131436339;0;1;1
20801;48.5737907392886;2.75596375481992;1;1;1
20820;48.710071595793;2.75536815018733;1;1;0
20801;50.2912538127975;2.74782701009866;1;1;1
20815;48.5736111381294;2.75611369962651;0;1;1
20815;50.2912179557962;2.74785521904207;0;1;1
20810;48.7100089141111;2.75550435047102;1;1;0
20801;48.7100269584524;2.75553144742806;1;1;1
20815;46.4155582166868;2.76583290547633;0;1;1
20801;50.4291974199729;2.74750280728658;1;1;1
20820;43.6588085194624;2.77734742567858;1;1;0
20801;43.6588175174248;2.77734739073186;1;1;1
20801;50.4538296657737;2.74744973749308;0;1;0
20815;48.8323172243459;2.75542115230556;0;1;1
20801;42.974749706506;2.78030421606286;1;1;1
20820;49.2058459532865;2.75393011932822;1;1;0
20820;49.0942181411788;2.75459677240089;1;1;1
20815;49.0942271602818;2.75461042108516;0;1;1
20815;42.9746872041147;2.78052490834808;0;1;1
20801;49.2056485897501;2.75413687076474;1;1;1
20815;50.4284988001463;2.74827923269032;0;1;0
20801;50.4018464336909;2.7486509482245;1;1;0
20810;48.0483524615509;2.7599026008023;1;1;0
20801;48.0483794852755;2.75991589906331;1;1;0
20820;48.0483346007674;2.75996978578229;1;1;1
20815;48.0483527077494;2.76002338689978;0;1;1
20815;50.4015061845236;2.7490880601664;0;1;1
20801;48.2231902592907;2.75984766228376;1;1;1
20810;43.5745573945864;2.77933249447199;1;1;0
20801;43.5745484222854;2.77934490448797;1;1;0
20815;43.5745574197299;2.7793448699056;0;1;0
20801;50.4365185875463;2.74995397089513;1;1;1
20820;49.2528962586676;2.75661761385891;1;0;0
20801;42.482128014957;2.78503368852014;1;1;0
20801;43.174323250894;2.78250732194031;1;1;1
20810;42.4824070917857;2.78523911673251;1;1;1
20820;42.4824340589842;2.78523901764258;1;1;1
20801;50.5119677985535;2.75128256090155;1;1;1
20810;49.2544261165103;2.75740697031739;1;0;0
20801;48.5252782928145;2.76080757268514;1;1;0
20810;49.3205894236982;2.757714835336;1;1;1
20820;49.3205894788588;2.75774233787805;1;1;0
20820;50.2882297125255;2.75311144947528;1;1;1
20810;48.8528132994088;2.75995844701338;1;0;0
20820;48.4252615838706;2.76193864987898;1;1;1
20810;48.4256036367492;2.76203172032054;1;1;1
20820;49.6232572864141;2.75649301494072;1;0;0
20801;49.6466659702435;2.75646487520333;1;1;1
20801;49.6234911193441;2.75658873304631;1;1;1
20801;49.0202094877241;2.75951290264742;1;1;0
20820;48.9179408562777;2.76002646185151;1;1;0
20815;48.9179500402117;2.76012193438365;0;1;0
20801;48.9179051042022;2.76013578648636;1;1;1
20820;48.4314162701585;2.76249206778687;1;0;0
20801;44.1829721933233;2.78027141555475;1;1;1
20801;48.3946927964909;2.76273898790662;1;1;0
20810;49.6243637128672;2.75705490836113;1;1;0
20801;49.3202766220828;2.75862389050258;1;1;0
20820;48.4855376993905;2.76249077771854;1;1;1
20810;48.3944862258169;2.76291553856382;1;1;1
20815;44.1830537759714;2.78055878594662;0;1;1
20810;44.183125832182;2.7805835238635;1;1;1
20820;44.1830809033417;2.78062122161862;1;1;1
20820;48.3944597489496;2.76317233121079;1;1;1
20801;47.4318170949788;2.76774680504622;0;1;0
20820;47.4318260968224;2.767746766026;1;1;0
20815;47.4318260968224;2.767746766026;0;1;0
20810;47.4318260968224;2.767746766026;1;1;0
20810;48.9533735877525;2.76096895296343;1;1;0
20820;48.9710524426918;2.76088766413816;1;1;0
20815;48.953382688996;2.76102352824815;0;1;1
20801;42.7803440112471;2.78649478687699;1;1;1
20815;46.564721922652;2.77194105471097;0;1;1
20820;45.9117725526732;2.77508137513312;1;1;1
20810;45.9117725526732;2.77508137513312;1;1;1
20815;45.9119355631417;2.77554512728081;0;1;1
20820;49.2811335686476;2.76147252500079;1;0;0
20815;49.2811425852743;2.7614862242652;0;1;1
20801;50.2593882590494;2.75699179593719;0;1;1
20810;50.3841586724422;2.75648958094339;1;1;0
20815;50.3841677329306;2.75653165992644;0;1;1
20820;50.3843832744778;2.75657274336231;1;1;1
20801;50.3849942378255;2.75682253775027;1;1;1
20801;50.4483722391298;2.75660122016325;1;1;1
20810;48.485400266817;2.76576626999554;1;1;1
20820;50.4483274666466;2.75665767135077;1;1;1
20815;50.4483364709401;2.75667168665577;0;1;1
20801;48.4855533585555;2.76584678222244;1;1;0
20810;45.8218899590991;2.77754690577421;1;1;0
20801;50.4642619667898;2.75717139372708;1;1;1
20801;48.9868135408393;2.76427190033269;1;1;1
20801;48.2519806427614;2.76769234288877;1;0;0
20810;48.9866609973142;2.76443654852799;1;0;0
20820;48.9866252166884;2.76453235179892;1;1;0
20801;50.2831502716639;2.75892354646039;0;1;1
20815;43.9386091162138;2.78610700026156;0;1;0
20820;47.4894824772403;2.77222447688143;1;1;0
20810;47.4894824772403;2.77222447688143;1;1;0
20815;47.4894825032057;2.772237757405;0;1;0
20801;47.4894825032057;2.772237757405;0;1;0
20810;48.2212201708521;2.76909345685991;1;1;1
20820;48.2211033317165;2.76916129180794;1;1;1
20810;50.4422198003176;2.75947044342068;1;1;1
20801;50.6157362246996;2.75876675150394;1;1;0
20820;44.0502720972965;2.78666095927641;1;1;0
20810;44.0502720972965;2.78666095927641;1;1;0
20801;44.0502631214809;2.78667347181514;0;1;0
20815;44.0502721216121;2.78667343810202;0;1;0
20810;43.1562947039294;2.79002046681427;1;1;1
20820;43.1562408080707;2.7900575205465;1;1;1
20815;48.5557078697664;2.76850100957337;0;1;0
20815;50.140603560835;2.76147322870708;0;1;1
20801;48.0040999366632;2.7712196577256;1;1;1
20801;48.73828495663;2.76800456269632;0;1;1
20801;45.8204456947865;2.78037324843542;1;0;0
20810;50.2162603412244;2.76146693141705;1;1;1
20810;48.8541330139937;2.76791127676173;0;1;0
20810;50.1380369484201;2.76240749562044;1;1;1
20801;48.8651150702551;2.76859843284737;1;1;1
20801;50.2897655234759;2.76247978221397;1;1;1
20801;48.8497828053815;2.7692252285491;0;0;0
20801;50.4109043184433;2.76217652002411;1;1;0
20801;48.8819155822579;2.76931464367514;1;1;1
20815;45.6800007341609;2.78278041442734;0;1;1
20801;48.8544980232786;2.77064895174148;1;1;1
20801;49.7027838522291;2.76686560476924;1;1;1
20801;45.7886912405132;2.7834599871159;1;1;0
20815;50.2966467381924;2.76433970939398;0;1;1
20815;48.8542827610339;2.77094972193866;0;1;1
20801;48.6392263368348;2.77190466051568;1;1;1
20815;48.4608003803086;2.77274728895989;0;1;0
20801;48.4608004061987;2.77276081502716;1;1;0
20810;48.9008489089364;2.77094944750629;1;0;0
20801;48.9008579539153;2.77097668870434;0;1;0
20820;48.7629720244002;2.77178572816582;1;1;1
20801;48.7629541665158;2.77185382853915;1;1;0
20810;48.7629092748792;2.77189483808101;1;1;1
20820;49.6678233268127;2.76804913843604;1;1;1
20810;49.6678233268127;2.76804913843604;1;1;1
20801;49.6677514943318;2.76807715259347;1;1;1
20820;48.3432618667657;2.77405100241838;1;1;1
20810;48.3436488130318;2.77408982971644;1;1;1
20801;48.8567847653332;2.77193363715532;0;0;0
20801;48.4397329703767;2.77375782533117;1;1;1
20810;48.8551750127062;2.77195431154314;0;1;0
20815;48.4383925980823;2.77380415823233;0;1;1
20820;47.9752123042949;2.77579386314043;1;1;1
20820;43.4873658682462;2.79339550240392;1;1;1
20801;50.2363652742034;2.76610421037395;1;1;1
20815;43.4871504133551;2.7936434108618;0;1;1
20801;43.4881131046066;2.79365231236419;1;1;1
20810;48.8820563487665;2.77238202404495;1;1;0
20801;50.690321082503;2.76422821195453;0;1;1
20810;50.5326299183828;2.76502336088289;1;1;1
20801;48.8733874077243;2.7725835068184;1;1;1
20810;43.4879785976003;2.79388757600507;1;1;1
20801;50.4286047122797;2.76562043175007;0;1;1
20801;49.4632254046657;2.77022617682402;1;1;0
20810;50.3119861945726;2.76652557522964;1;1;0
20801;50.3120221344714;2.76653943013647;1;1;1
20815;45.2588900141598;2.78777372086555;0;1;1
20810;50.4286415248413;2.76609807184821;1;1;1
20801;49.4129023156007;2.77076746896029;1;1;1
20801;44.5849995815875;2.79055979846568;1;1;1
20815;50.5329816975807;2.7659370746256;0;1;0
20801;47.9445006319373;2.77746402463687;1;1;0
20820;48.9436224949179;2.7731910941893;1;1;0
20820;50.2716016803822;2.76732831620512;1;1;1
20815;50.315354494995;2.76726719752199;0;1;1
20801;50.2715301935229;2.76751077013267;1;1;1
20810;50.2715302199586;2.76752477964676;1;1;0
20820;50.4226916835915;2.76710927229376;1;1;1
20810;48.077183091905;2.77748346316425;1;1;0
20815;48.077228135742;2.77751012998217;0;1;1
20820;48.4419863015979;2.77599266327065;1;1;1
20820;50.4035169060703;2.76733822320281;1;1;1
20801;48.0770933084703;2.77759126536976;1;1;1
20815;50.4226740472777;2.76727797298839;0;1;1
20820;43.4647158106593;2.79555198361692;1;1;1
20815;43.4647158339528;2.79556433542351;0;1;0
20810;50.4031761425328;2.76753644066792;1;1;1
20810;48.4422567512716;2.77628898099905;1;1;1
20820;50.4290391323248;2.76748751260034;1;1;1
20801;43.4648959551821;2.79566251060005;1;0;0
20820;48.148442635429;2.77777503079166;1;1;1
20810;48.1484876264171;2.77777484158336;1;1;1
20801;48.8564214914235;2.77481091734842;0;1;0
20815;50.2715413084846;2.76864549977453;0;1;1
20801;48.7365188809506;2.77573582986268;1;1;1
20810;47.9719337023921;2.77903747577117;1;1;0
20801;47.9713308042139;2.77906679072063;1;1;1
20810;48.7365282070244;2.7759125582999;1;0;0
20815;47.9716550534759;2.77921285487333;0;1;1
20820;48.0923031346206;2.77870932965173;1;1;1
20810;44.4852853692888;2.79294123633422;1;1;0
20815;44.4852943713581;2.79294120335977;0;1;0
20801;44.4852853928938;2.79295381120453;1;1;0
20810;50.1902707391016;2.76971577362354;1;1;1
20801;50.659377054175;2.76766303336064;0;1;1
20810;43.4643762567287;2.79678837225893;1;1;1
20820;50.6593772653604;2.76777597527065;1;1;1
20815;48.1493086595663;2.77894122834029;0;1;1
20801;48.1493086847564;2.77895467466734;1;1;1
20801;50.4034485136301;2.76916455133559;0;1;1
20801;50.4235392345903;2.7690866697751;1;1;1
20820;50.1911965751252;2.77020112797461;1;1;0
20810;50.6594496103365;2.76807211605599;1;1;1
20820;50.2961366528167;2.7699907156083;1;1;1
20801;48.4207501094508;2.77832680696209;1;1;0
20815;50.1907214025462;2.77060891368489;0;1;1
20801;49.8746572076307;2.77205775968671;1;1;0
20810;50.2922672603563;2.77020452483256;1;1;1
20801;50.2922941961006;2.77020440247112;1;1;1
20801;50.1907395968846;2.77073471710645;1;0;0
20815;48.7401461813912;2.77714809824382;0;1;0
20810;48.7401461813912;2.77714809824382;0;1;1
20820;48.7403263424463;2.77729691368613;1;1;1
20801;48.8683788599185;2.77770373696708;0;1;1
20820;48.665548882489;2.77860659038242;1;1;1
