Operateur;Latitude;Longitude;2G;3G;4G
20801;47.2536860745075;-1.52849831986818;1;1;1
20810;48.0063332541641;-1.59281177976779;1;0;0
20815;47.2536103446645;-1.52835949319415;0;1;1
20820;46.5657138887103;-1.47010172803456;1;1;1
20810;46.5657138887103;-1.47010172803456;1;1;1
20810;46.221993025752;-1.4416738277141;1;1;1
20810;47.2282911357634;-1.52462378424573;1;1;1
20820;48.1228252257559;-1.60124649930393;1;1;1
20820;46.2218403077642;-1.44142754763251;1;1;1
20801;46.2218513232497;-1.4413764655317;1;1;1
20801;48.1220293964911;-1.60108292340847;1;1;1
20810;48.1378542023024;-1.60185611054131;1;1;1
20820;47.2484997829671;-1.52553165686169;1;1;1
20815;47.2328191001973;-1.52413135262938;0;1;1
20801;47.2328460638068;-1.52413362321431;1;1;1
20801;47.248162887363;-1.52538408566574;1;1;1
20810;47.2327765140776;-1.52383651045997;1;1;1
20801;47.2560706704266;-1.5256266425656;1;1;0
20801;47.22286682628;-1.52220804691778;1;1;1
20810;47.2489606583081;-1.52435214349923;1;1;1
20801;43.1026321450937;-1.19978192417763;1;1;0
20820;43.1026510644279;-1.19975871484074;1;1;0
20815;43.1027692585986;-1.19973042613423;0;1;0
20820;47.2165953685595;-1.52116415826581;1;0;1
20810;43.1029094458541;-1.1991383031571;1;1;0
20801;47.1982655960425;-1.51901404662669;1;1;1
20801;49.5714675506852;-1.72752358574553;1;1;1
20820;47.1933271342836;-1.51777875758072;1;0;1
20810;48.1282416075424;-1.59734272692954;1;1;1
20801;48.1282061987101;-1.59732618021677;0;1;0
20810;46.7109092171566;-1.47718659448888;1;1;1
20801;49.6454633469932;-1.73341128373654;1;1;0
20810;43.6834804060597;-1.2398933173061;0;1;0
20820;48.1582837014604;-1.59919199865841;1;1;1
20810;47.1767989097633;-1.51521332919008;0;1;0
20815;48.158223963857;-1.59910596345763;0;1;1
20810;48.1582429772751;-1.59908067748713;1;1;1
20801;48.1582625144762;-1.5990419656444;1;1;0
20801;47.1767606577501;-1.51503819212823;1;1;1
20815;47.1767521841239;-1.51502425571664;0;1;0
20810;47.0662791316908;-1.50570326289393;1;1;0
20801;47.1890364096787;-1.51519592965411;1;1;0
20820;47.2397499567042;-1.5191407748762;1;1;1
20801;47.2706230980067;-1.5217395552577;0;1;0
20810;47.2399274206483;-1.51898357635789;1;1;1
20815;47.1541680666586;-1.5116617615845;0;1;1
20820;47.1889347569589;-1.51456567572246;1;1;1
20801;47.154189641888;-1.51157103436614;1;1;1
20801;47.3399368968611;-1.52685555257915;1;1;1
20810;46.3443882977695;-1.44426761181276;1;1;0
20810;47.3407403910952;-1.52683053515593;1;1;0
20801;46.3444452796936;-1.44419410920116;1;1;1
20815;46.3444462927675;-1.44416814545898;0;1;1
20820;47.3408274677569;-1.52667870022814;1;1;1
20815;47.2569969812891;-1.51945313348104;0;1;1
20801;47.2407479823056;-1.51805954522314;1;1;1
20820;47.2570375673446;-1.51933734566064;1;1;1
20810;47.2565468422072;-1.51920333433513;1;1;1
20801;47.2565938411063;-1.5191543106215;1;1;1
20820;46.84686226177;-1.48459559747588;1;0;0
20801;47.4650157976214;-1.53640407451458;1;1;1
20820;48.1124552756841;-1.59119047844333;1;1;1
20801;47.2351823610381;-1.51510246498822;0;1;1
20801;46.5930713137829;-1.46146585122377;1;1;0
20801;49.6734762710803;-1.72951030128995;1;1;1
20820;49.6733254027702;-1.72945474794877;1;1;0
20815;49.6733259406423;-1.72944092680373;0;1;1
20810;49.6733718640156;-1.72941742852232;1;1;0
20810;47.2839354754236;-1.51819655045209;1;1;1
20820;47.2839634682646;-1.51817240396373;1;1;1
20801;47.2484678372511;-1.51502747355784;0;0;0
20810;47.2494447011669;-1.51495067935399;0;1;1
20810;48.1117651192288;-1.58854625310062;1;1;1
20820;43.5165870053119;-1.22139040747705;1;1;1
20810;43.5165870053119;-1.22139040747705;1;1;1
20820;47.1711047813602;-1.50814997152261;0;1;0
20801;46.7211356398749;-1.47026732318796;1;1;1
20801;46.1923310184148;-1.42707409986981;0;0;0
20801;48.1252840535436;-1.58904780646441;1;1;0
20815;48.1252168919827;-1.58892080309688;0;1;1
20801;48.1118725193699;-1.58764033194341;1;1;1
20815;46.7213912772863;-1.46972449975124;0;1;1
20820;46.7212574510265;-1.46968724546804;1;1;0
20815;47.2201510335962;-1.51115267558847;0;1;1
20801;46.5545677345559;-1.45574653683918;1;1;0
20815;47.2752750421143;-1.51551998402636;0;1;1
20820;46.5545972439618;-1.45568358606433;1;1;1
20815;46.5545972439618;-1.45568358606433;0;1;1
20810;46.5545972439618;-1.45568358606433;1;1;1
20820;47.8188487167802;-1.56128896148759;1;1;0
20810;47.8188487167802;-1.56128896148759;1;1;0
20815;47.8188577018584;-1.56128973296551;0;1;0
20801;47.8188756720146;-1.56129127592215;1;1;0
20820;48.112690952839;-1.58629814082677;1;1;0
20801;47.0574462270181;-1.49633497245433;1;1;1
20820;47.0575006711791;-1.49632631818413;1;1;1
20820;48.2861455473615;-1.60097752671975;1;1;1
20810;48.2861455473615;-1.60097752671975;1;1;1
20810;46.1941032578527;-1.42441209258103;1;1;1
20801;47.2509859303841;-1.51126617811259;1;1;1
20801;46.1941382984865;-1.42420712759979;1;1;1
20820;46.1941667834152;-1.42417046659078;1;1;1
20815;47.2509520350283;-1.51121035791233;0;1;1
20801;47.2814841942773;-1.51376319491638;1;1;1
20810;47.2221959967539;-1.50842562903271;1;1;1
20801;47.2223133546125;-1.50842223911032;1;1;1
20810;48.097035064764;-1.58257094531935;1;1;1
20815;48.0969383351577;-1.58250873288807;0;1;1
20801;48.096965807269;-1.58249765984196;1;1;0
20801;47.2015201357771;-1.50608298489833;1;1;1
20801;47.1885189197321;-1.50394845472195;1;1;1
20815;48.2670457115474;-1.59616338518827;0;1;1
20810;48.2670457115474;-1.59616338518827;1;1;0
20801;48.2670641994734;-1.596151499554;1;1;1
20820;48.2669394947587;-1.59611361680185;1;1;1
20810;47.2002517636921;-1.50461390383242;1;1;1
20820;47.1411463827151;-1.49847731115381;1;1;1
20801;47.984357262939;-1.56943570842074;1;1;0
20810;47.2086427414679;-1.50333220504511;1;1;1
20801;47.2086887082334;-1.50330959069926;1;1;1
20810;47.9844395452793;-1.56917426815509;1;1;0
20820;47.2086080638875;-1.50306464436902;1;1;1
20820;43.4814347194356;-1.21086367483755;1;1;1
20810;47.2623199924668;-1.50734387549148;1;1;1
20810;43.4814451421846;-1.21082731977584;1;1;1
20810;44.0326855970924;-1.25118202447005;1;1;1
20820;47.2339432776042;-1.50431440771698;1;1;1
20810;47.2340177478759;-1.50425445627662;1;1;1
20801;44.0325340006792;-1.25090834588026;1;1;1
20820;44.0325884071766;-1.2508999165243;1;1;1
20801;47.2343297488672;-1.50388344163829;1;1;1
20801;47.2500494372726;-1.50497654367917;1;1;1
20801;43.6947546155432;-1.22527885772409;1;1;1
20820;43.694936247293;-1.22524258851331;1;1;1
20815;47.2345724104989;-1.5034404144838;0;1;1
20810;43.6948560188469;-1.224988281363;1;1;1
20820;47.1144373967163;-1.49311528508392;1;0;1
20810;47.1141463511302;-1.49248336352063;1;1;0
20801;47.1139670935429;-1.4924551984962;1;1;0
20801;48.1166977215008;-1.57737162155894;1;1;0
20801;46.3480528832708;-1.4289110785519;1;1;1
20801;46.6528942003033;-1.45376717005048;1;1;1
20801;47.3036055752236;-1.50744513008832;0;1;1
20801;44.2069157408792;-1.26145387505832;1;1;1
20801;47.5522477570744;-1.52811261323617;0;1;1
20815;46.6532323410169;-1.45295668119074;0;1;0
20810;44.205966403859;-1.26036754362711;1;1;0
20820;48.5690751204002;-1.61427555169934;1;1;1
20815;48.5690841004659;-1.61427634329858;0;1;1
20801;47.0817514295256;-1.48677232122193;1;1;1
20815;47.0817434635024;-1.48674525489489;0;1;1
20801;48.569303824871;-1.61418709382723;1;1;0
20820;46.6848507871469;-1.45389919353069;1;1;1
20815;46.684860284609;-1.45388686803915;0;1;1
20810;46.6845101880675;-1.4538450384894;1;1;1
20820;43.7423355582711;-1.2245431741402;1;0;0
20815;43.7423445438897;-1.22454383786041;0;1;1
20801;46.6655677943873;-1.4518460017542;1;1;1
20801;47.2619592743231;-1.50084959345051;1;1;1
20820;43.352709907813;-1.19534970671454;1;0;0
20810;47.3043402146153;-1.50408670395251;0;1;1
20801;46.6808111533797;-1.45225739306402;1;1;0
20801;44.3352930273289;-1.26785105548727;1;0;0
20810;47.249525297432;-1.49897330923622;1;1;1
20820;47.2494359303412;-1.4989525805104;1;1;1
20810;48.5704052881751;-1.612274707646;1;1;1
20810;47.1860327683956;-1.4932113912996;1;1;1
20820;47.1860417566291;-1.49321214234054;1;1;1
20810;43.5768040262332;-1.21020677993493;1;1;1
20820;43.5766940633954;-1.20978972036849;1;1;1
20815;47.1850027511116;-1.49140583503897;0;1;1
20801;47.1834189954674;-1.49108838862876;1;1;1
20820;43.9243822936669;-1.23391732274675;1;1;1
20820;47.4366957541693;-1.51134522970271;1;1;1
20815;47.4367047413441;-1.51134598729931;0;1;1
20810;47.4366158976332;-1.51131191969239;1;1;1
20801;49.6631280600713;-1.70622686920016;1;1;0
20810;43.924745705482;-1.23244798787261;1;1;1
20820;46.59582836454;-1.43973832166124;1;1;1
20810;46.59582836454;-1.43973832166124;1;1;1
20815;46.5958378606603;-1.43972601385763;0;1;1
20801;46.1867140235404;-1.40592153058336;1;1;1
20810;47.272503022496;-1.49427468376867;1;1;1
20801;47.2724906798248;-1.4941279180127;1;1;1
20820;48.4241600200341;-1.59257396605075;1;1;0
20815;47.2656374921579;-1.49343507357544;0;1;1
20820;48.2327766174176;-1.57556938603497;1;1;1
20810;48.2327766174176;-1.57556938603497;1;1;1
20815;48.2327771385076;-1.57555594098518;0;1;0
20801;49.3559749737271;-1.67509005361789;1;1;0
20801;46.3561320747053;-1.41803851888723;0;1;1
20801;43.7608136004691;-1.21745368429397;1;1;1
20820;47.266573946409;-1.49277161704898;1;1;1
20801;44.2907112692198;-1.25682505284881;1;0;0
20820;47.2355945193278;-1.48988957252216;1;1;1
20801;46.4978336373976;-1.42899571307905;1;1;0
20801;47.2671375693008;-1.49242136811192;0;1;1
20810;49.3563789663755;-1.67442367737965;1;1;0
20810;43.7873238470366;-1.21842736040738;1;1;1
20820;43.786409686466;-1.21829768881078;1;1;1
20820;46.4976406779835;-1.4281572743996;1;1;1
20815;46.4976406779835;-1.4281572743996;0;1;1
20810;46.4976406779835;-1.4281572743996;1;1;1
20801;48.0962427946488;-1.56188849632608;0;1;1
20810;47.1944092509971;-1.48532571095098;1;1;1
20801;47.1946226252294;-1.48517153264699;1;1;1
20815;46.6712778071989;-1.44181993749622;0;1;1
20810;46.6712867971532;-1.44182067292436;1;1;0
20820;46.6529340552412;-1.43973046544436;1;1;1
20810;46.6529340552412;-1.43973046544436;1;1;1
20801;47.2115033606145;-1.48562740536773;1;1;1
20810;47.2115483015887;-1.48563115601808;1;1;1
20820;47.194277012649;-1.48408437603496;0;1;1
20815;46.6625150948553;-1.44010767329262;0;1;1
20820;46.6719565887821;-1.4408273444841;1;1;1
20815;47.2964609205165;-1.49242422596894;0;1;1
20801;47.2964809437935;-1.49237288506886;1;1;1
20820;47.2967087112719;-1.49231242721624;1;1;1
20810;47.2967626383431;-1.49231694184719;1;1;1
20801;46.6705613597587;-1.44029399639028;1;1;1
20801;45.9728313403989;-1.38313560713519;0;1;1
20820;49.3521391923271;-1.66903548608236;1;1;1
20801;46.6543105167887;-1.43679132156155;1;1;1
20815;46.6543115281237;-1.43676520971832;0;1;0
20820;47.2047074042509;-1.48205672916842;1;1;1
20801;47.2040897691366;-1.48193907418327;1;1;1
20815;47.2046115979863;-1.48196935139156;0;1;0
20810;47.1857559194337;-1.48011999291725;1;1;1
20801;47.1856775771431;-1.48004733139484;1;1;1
20801;47.4312604278874;-1.50060235475362;0;0;0
20810;47.2033759169588;-1.48104598629621;1;1;1
20801;47.4383546632778;-1.50041489233857;1;1;1
20801;46.6758937594942;-1.43696970067569;1;1;0
20801;46.662620199685;-1.4355315329097;1;1;1
20810;47.2648190120291;-1.48476961943094;1;1;1
20801;47.2647925590291;-1.48475416350612;1;1;1
20810;48.4246983324982;-1.58285895224387;1;1;0
20815;49.6477814360159;-1.69222835566218;0;1;1
20820;49.6479091512641;-1.69218460331972;1;1;1
20820;48.1303397234283;-1.55702518496714;1;1;1
20815;48.1303402424453;-1.55701176579045;0;1;1
20801;47.1681419807097;-1.47530768386804;1;1;1
20810;48.1303575298726;-1.55679783418782;1;1;1
20810;46.0147861170491;-1.38129088064256;1;1;1
20801;48.1303547742997;-1.55663602873606;1;1;0
20810;49.6471601039399;-1.69036918898736;1;1;0
20801;47.2943328804111;-1.48450589244878;1;1;1
20820;46.0149898951988;-1.37998678578256;1;1;1
20801;46.6851656898923;-1.43391410655255;1;1;1
20815;47.2395317936466;-1.47949409302664;0;1;1
20801;48.4975534641043;-1.58686896082606;1;1;1
20801;46.0284035594305;-1.38061583776723;1;1;1
20815;46.0284130498039;-1.38060364673487;0;1;1
20801;47.2865664080037;-1.48318112074572;1;1;1
20820;47.1684028165104;-1.47322698969803;1;1;1
20801;47.2398611805797;-1.47913759325383;1;1;1
20815;47.1683149712288;-1.47316679436309;0;1;1
20810;47.1683329480749;-1.47316828925947;1;1;1
20801;47.1682435735745;-1.47314763461564;0;1;1
20810;47.2398288007823;-1.47904221187518;1;1;0
20820;46.028194260738;-1.38019777509626;1;1;1
20810;46.0284190373732;-1.38021569407316;1;1;0
20815;46.6859267222172;-1.43312445595521;0;1;0
20801;46.6909436330633;-1.43352110576413;1;1;1
20810;47.2858852701424;-1.48260741313303;1;1;1
20810;46.6909576758831;-1.43339119250953;1;1;0
20820;46.6981413701624;-1.43349304685593;1;0;0
20820;47.2861974005014;-1.48199740168926;1;1;1
20815;46.6684036886216;-1.43056721236682;0;1;1
20815;47.286298719473;-1.48147579490073;0;1;1
20801;46.6704519998243;-1.43053783167387;1;1;1
20820;46.6791593867999;-1.43111740319995;1;1;1
20810;46.6790121117937;-1.43096124825012;1;1;1
20815;49.6625296229854;-1.68864322540652;0;1;1
20801;49.6625393156317;-1.68815875071554;1;1;0
20810;49.6624971319561;-1.68808555040051;1;1;0
20801;44.2028316841774;-1.23681290176887;1;1;1
20815;44.2031568818934;-1.23656151045126;0;1;1
20820;44.2029049195722;-1.23631715214267;1;1;1
20810;44.202952272627;-1.23625803491345;1;1;1
20810;46.6695090125775;-1.42810274137867;1;1;1
20801;46.7026461657462;-1.43080672692931;1;1;1
20801;44.0635244215081;-1.22523730882054;1;1;1
20820;46.6693257729637;-1.42794368989201;1;1;1
20810;44.0636820200566;-1.2251240181609;1;1;1
20801;44.4401261887398;-1.25319346788311;0;1;1
20810;47.881994853252;-1.52859174918801;1;1;0
20820;44.0636531244561;-1.22447188794698;1;1;1
20820;46.733153123229;-1.43179066617701;1;0;0
20801;47.2748501268098;-1.47556499833605;1;1;1
20810;46.7883946737436;-1.43493073689473;1;1;0
20820;47.6427591264068;-1.5055179879008;1;1;1
20810;47.6427591264068;-1.5055179879008;1;1;1
20801;48.0592142357311;-1.53999067279228;1;1;1
20810;48.0590322960947;-1.53980025770275;1;1;0
20801;49.6470599258118;-1.68036459052109;1;1;0
20820;46.703795845144;-1.42602402198531;1;0;0
20820;46.3436020491206;-1.39667093776272;1;1;1
20801;46.3435790858444;-1.39656491014375;1;1;1
20810;46.3435720995443;-1.3965122581536;0;1;0
20810;46.7130657924982;-1.42604600774774;1;1;0
20801;46.6792194836839;-1.42302456765449;1;1;1
20815;46.7730483409587;-1.42972401020022;0;1;1
20820;46.7727582399518;-1.42952966343102;1;1;0
20801;49.6548801922642;-1.67808449856661;1;1;1
20815;46.6790614193388;-1.42081037699782;0;1;1
20801;46.1792054868158;-1.3799352810343;1;1;1
20801;46.7434560621241;-1.42514197136164;1;1;0
20820;46.1811120675675;-1.37960728978666;1;1;1
20810;46.1811120675675;-1.37960728978666;1;1;1
20820;47.1849624953544;-1.46098107445343;1;1;1
20801;47.1849650370495;-1.46091515254796;1;1;1
20801;47.1646071332788;-1.45920057237657;1;1;1
20810;47.2719019830938;-1.46760886312287;0;1;0
20820;48.1893476470249;-1.54491093890096;1;1;1
20801;48.1893666484216;-1.54488561851584;0;1;0
20801;46.6426617742699;-1.41500691910787;1;1;0
20815;46.642662780647;-1.41498081245357;0;1;1
20810;48.1887929154661;-1.54433746486198;1;1;1
20801;48.8370247492716;-1.60053124854461;1;1;1
20801;44.131676205637;-1.21956799389915;1;1;1
20820;44.1318442340574;-1.21941778242793;1;1;1
20810;44.1318442340574;-1.21941778242793;1;1;1
20801;47.2515840450825;-1.46417064663066;1;1;1
20815;44.4493297913925;-1.24199325506552;0;1;1
20801;44.4491415063456;-1.24196653575603;1;1;1
20810;44.4493761863516;-1.24195898262113;1;1;1
20820;44.4494142702588;-1.24167238436782;1;1;1
20801;46.6682094532183;-1.41480462880583;1;1;1
20810;46.6652578015108;-1.41417167614539;0;1;0
20810;47.1973999069887;-1.45763407589183;1;1;0
20801;47.1975382429973;-1.45685176944136;1;1;1
20801;46.6629121959526;-1.41278900267187;1;1;1
20810;46.972835042068;-1.43806534552826;1;1;1
20820;46.9727826238572;-1.43802151358623;1;1;0
20810;47.2768993784892;-1.46240710005495;0;1;0
20801;46.778388651232;-1.42126039485453;1;1;1
20801;45.9785292527272;-1.35656676198464;1;1;1
20810;45.9786671004978;-1.3565000672822;1;1;1
20801;49.4900571706612;-1.65370529353139;1;1;1
20810;49.4901073238696;-1.65357162979018;1;1;0
20801;44.6305058684389;-1.25196310373712;1;1;1
20820;45.9785446457961;-1.35616697405924;1;1;1
20820;46.4207721064693;-1.39111471858459;1;1;1
20810;46.4207721064693;-1.39111471858459;1;1;1
20801;49.6450639185953;-1.66649978025735;1;1;0
20801;46.0199069628909;-1.35820294043691;1;1;1
20801;43.4801551505533;-1.16518935836764;1;1;1
20801;47.0843943916037;-1.44337325271427;1;1;0
20810;46.6650999769108;-1.40819853417611;1;1;1
20820;46.6649971187734;-1.40805918925108;1;1;1
20815;46.4132845231165;-1.38765655031689;0;1;1
20801;46.4132680419529;-1.38761610798957;1;1;1
20801;44.4009473425672;-1.23144847213257;1;0;0
20801;48.0925070499479;-1.52673302053756;0;1;1
20801;47.0166160303811;-1.43618203545906;0;1;1
20820;46.0081508283284;-1.35457873586097;1;1;1
20801;46.0081778020224;-1.35458087278797;1;1;0
20810;46.008205768408;-1.35455720300761;1;1;1
20801;44.6594318903272;-1.25023165127546;1;1;1
20801;46.9707831456359;-1.43210017536548;1;1;0
20815;47.2794955296999;-1.45726999934417;0;1;1
20820;44.645943921363;-1.24883483209611;1;1;1
20801;44.6459444055478;-1.24882223959398;1;1;1
20810;44.6459633532326;-1.24879841104871;1;1;1
20820;46.6596752305429;-1.40621262819579;1;1;1
20810;46.6596752305429;-1.40621262819579;1;1;1
20820;48.5340351561186;-1.56357909561884;1;1;0
20820;44.6515604633969;-1.24884182101529;1;1;1
20810;44.6515728423527;-1.24875434300308;1;1;1
20815;44.651620211621;-1.2486947656042;0;1;0
20820;43.8236550071891;-1.18675692068023;1;1;1
20810;43.8236550071891;-1.18675692068023;1;1;1
20810;47.2628446053362;-1.45484140585312;1;1;1
20801;46.848633458244;-1.42046648081601;1;1;0
20801;48.8401622446102;-1.58922163230407;1;1;1
20801;47.2105678556266;-1.44911914447268;1;1;1
20810;47.7196171177262;-1.49166360212624;1;1;1
20810;47.2106329396002;-1.44883341137;1;1;1
20820;47.7196463470283;-1.49137215863596;1;1;1
20801;46.2013546984;-1.36660090760916;1;1;1
20820;49.4560122974328;-1.64254405002793;1;0;0
20810;44.4319929672788;-1.22936915167136;1;1;1
20820;48.1064857437242;-1.52300535700058;1;1;1
20820;44.188274635209;-1.21083500321857;1;0;0
20820;48.4279148441407;-1.55060242905518;1;1;0
20810;48.1064629137319;-1.52289574188592;1;1;1
20815;48.1065797022077;-1.52290574087396;0;1;1
20801;48.1064559905622;-1.52284131893498;1;1;1
20820;44.4316703462344;-1.22861531234887;1;1;1
20801;47.2858516149577;-1.45306711816444;1;1;1
20801;46.6603708333872;-1.40172392486029;1;1;1
20820;46.5092865458532;-1.38905568861485;1;1;1
20810;46.5092865458532;-1.38905568861485;1;1;1
20801;46.5797536312119;-1.394519616262;1;1;0
20810;48.8387270230542;-1.58366354170422;1;1;0
20820;48.8388822613162;-1.58360897253661;1;1;1
20801;43.8320352525844;-1.17996433103623;1;1;1
20810;47.1951711601711;-1.44125705757846;1;1;1
20801;49.6545777792212;-1.65431979897554;1;1;1
20801;49.6466048211706;-1.65331794823518;1;1;1
20810;49.6549471750634;-1.65407607411209;1;1;0
20820;49.6465990526445;-1.65299857927049;1;1;1
20801;47.6752874715213;-1.48043750566393;1;1;1
20801;47.3673898327373;-1.45375091683381;1;1;0
20810;47.9687140403199;-1.50371083139452;1;1;0
20801;47.9687525439293;-1.50364699299603;1;1;1
20820;47.9688888526627;-1.50361831489915;1;1;1
20815;47.9688888526627;-1.50361831489915;0;1;1
20820;47.0197658419858;-1.42413871499473;1;1;0
20815;47.0197214858553;-1.42388454837564;0;1;1
20801;44.6747296577096;-1.23948417221686;0;1;0
20820;48.0618582628934;-1.51085111177456;1;1;1
20810;48.0618582628934;-1.51085111177456;1;1;1
20810;47.3953133223025;-1.45446614880055;1;1;1
20820;47.3952778790182;-1.45444992273676;1;1;1
20801;47.3953433307504;-1.45438897420356;1;1;0
20810;48.1379674859042;-1.51669394138024;1;1;1
20801;47.1865776505068;-1.43632798306654;1;1;1
20801;45.9509503683057;-1.33661852550366;1;1;0
20801;49.6324335596131;-1.64751267406385;1;1;1
20801;48.8406585824248;-1.576750473767;1;1;1
20810;47.1869284270512;-1.43588075721825;1;1;1
20801;49.6183360341086;-1.64612324956935;1;1;1
20820;47.1869389320999;-1.43584194339614;1;1;1
20815;47.1869394375799;-1.43582875829474;0;1;1
20801;48.1194453329859;-1.51411381822574;1;1;0
20820;46.1950533912691;-1.3552546037598;1;1;1
20810;46.1950533912691;-1.3552546037598;1;1;1
20815;46.1950623824133;-1.35525531860725;0;1;1
20801;46.19452489939;-1.35516063940775;1;1;1
20801;49.6411349669198;-1.64735964782503;1;1;1
20815;49.6411297112391;-1.64702650027468;0;1;1
20810;49.6411508232211;-1.64694524803432;1;1;0
20815;47.854963999055;-1.48818074896791;0;1;1
20801;47.9540036397401;-1.49640865157122;1;1;0
20801;48.7707904904671;-1.56654178341026;1;1;1
20815;48.2146584768193;-1.51784364569764;0;1;0
20801;48.2146769575493;-1.51783174442959;1;1;1
20801;48.328714454038;-1.52757248328296;1;1;0
20820;48.3286092443465;-1.52749585500161;1;1;1
20815;48.3286092443465;-1.52749585500161;0;1;1
20810;48.3286092443465;-1.52749585500161;1;1;1
20801;49.2670832559224;-1.60900853431564;1;1;1
20801;44.6951568868297;-1.23437462769954;1;1;1
20810;46.1751505175573;-1.34840208193515;1;1;1
20820;46.1752788725492;-1.34834735691175;1;1;1
20820;49.1032275535298;-1.59316242982305;1;1;1
20801;43.7084269595729;-1.16024103076188;1;1;0
20820;43.7083063707026;-1.16009562657802;1;1;1
20810;43.7083063707026;-1.16009562657802;1;1;1
20815;43.7083248161709;-1.16008454583753;0;1;1
20801;49.0462238894516;-1.58776978466519;1;1;0
20815;48.0382528625596;-1.5002365494707;0;1;1
20810;48.0383157524991;-1.50024189969103;1;1;1
20820;48.0382628720098;-1.50021052099402;1;1;1
20820;46.8690773403189;-1.40094092643164;1;1;1
20810;46.8690773403189;-1.40094092643164;1;1;1
20801;47.0410647887221;-1.41496412636643;1;1;1
20820;47.0409200221639;-1.41474122045169;1;1;0
20815;46.8694529802656;-1.40055071985853;0;1;1
20820;47.8688326812239;-1.483351688119;1;1;1
20801;44.7075096361424;-1.23128403366412;0;1;1
20810;44.7075385348487;-1.23123563648259;1;1;1
20820;44.7073237398447;-1.23119419575858;1;1;1
20820;49.6344453202515;-1.63750851424582;1;1;1
20815;49.6345709079438;-1.63751988364511;0;1;1
20801;49.6345809333956;-1.63749307243099;1;1;1
20801;48.0713673611269;-1.5002582110824;0;1;1
20815;44.7072187532547;-1.23111044373322;0;1;1
20801;48.0443629551239;-1.49743635170278;1;1;1
20810;49.6271527264455;-1.63565668196897;0;1;0
20815;49.6271717222095;-1.63563068592246;0;1;1
20801;49.627680404623;-1.63551042118616;1;1;1
20820;43.5921159074915;-1.14740169813011;1;1;1
20810;43.5921159074915;-1.14740169813011;1;1;1
20815;43.5919423445445;-1.14722799197843;0;1;1
20820;46.5770833406411;-1.37454277072108;1;1;1
20810;46.5770833406411;-1.37454277072108;1;1;1
20815;46.5770928297882;-1.37453045578857;0;1;1
20820;46.7627726976055;-1.3894492019567;1;1;1
20810;46.7627726976055;-1.3894492019567;1;1;1
20820;44.2668653467959;-1.19602516206924;1;1;1
20810;44.2668653467959;-1.19602516206924;1;1;1
20815;44.2668658248887;-1.19601265324199;0;1;0
20815;46.6619472792373;-1.38082837147918;0;1;1
20801;46.6621230890022;-1.38071156747231;1;1;0
20810;48.853883837943;-1.56471285391222;1;1;0
20820;47.3062162260097;-1.43293757749242;1;1;1
20801;48.8539644965424;-1.56448786122284;1;1;1
20810;47.2718457032923;-1.42984790306184;1;1;1
20820;47.2718462080731;-1.4298346970741;1;1;1
20815;47.2713908313649;-1.42971763845469;0;1;0
20815;48.834575389891;-1.56244702621365;0;1;1
20801;47.2718847826395;-1.42953318405956;1;1;1
20801;47.0798647042212;-1.41358906823919;1;1;1
20820;46.7337630922906;-1.38540940034719;1;1;1
20801;48.8345139495029;-1.56216872569035;1;1;1
20801;46.7335962772134;-1.38529098494481;1;1;0
20810;46.7335123783741;-1.384890725598;1;1;1
20815;46.7333295813116;-1.38471855707123;0;1;1
20820;48.3033862393908;-1.51543803179821;1;1;1
20810;48.3033862393908;-1.51543803179821;1;1;1
20820;46.0016073539999;-1.32625020938802;1;1;1
20810;46.0016832302071;-1.32615265351776;1;1;1
20810;47.8392836809214;-1.47532713048929;1;1;1
20820;48.7702505026472;-1.55497795439709;1;1;0
20810;48.770180580945;-1.55468563759482;1;1;0
20820;47.078728614043;-1.41146320649064;1;1;0
20801;47.3013527930933;-1.42972573649389;1;1;1
20815;47.0786142692323;-1.41138784524738;0;1;1
20810;47.301339359423;-1.42960533327437;1;1;1
20815;48.770168161379;-1.55430294205375;0;1;0
20820;48.8163907533695;-1.55834426210277;1;1;1
20801;48.7701866377159;-1.55429092705441;1;1;1
20815;48.8163051189212;-1.55822763979092;0;1;1
20801;48.8162876806922;-1.5582124727547;1;1;1
20810;48.8162881995667;-1.558198877121;1;1;0
20815;47.3008421717686;-1.4291666455486;0;1;1
20801;45.9166829212098;-1.31722564823904;1;1;0
20801;43.7555460289832;-1.15384804382272;1;1;0
20820;43.7555644743823;-1.15383695192296;1;1;1
20801;44.0008668636964;-1.17173172215469;1;1;0
20820;44.0008768015707;-1.17170747923746;1;1;0
20810;44.0008768015707;-1.17170747923746;1;1;0
20815;44.0008857889264;-1.17170813763763;0;1;0
20810;43.7555521798742;-1.1536868770275;1;1;1
20820;49.6443178134681;-1.63048723516167;1;1;1
20801;49.6446660651762;-1.63032465210003;1;1;1
20801;48.4746501944036;-1.52649628346185;1;1;1
20801;44.4686070239569;-1.20499339915781;1;1;0
20801;44.5817631712368;-1.21328179500696;1;1;0
20820;49.6281120258581;-1.62726263035955;1;1;1
20801;47.2543420917646;-1.42235194625808;1;1;0
20810;45.9319489602585;-1.31586397320512;1;1;1
20820;45.9319409526525;-1.31583749651605;1;1;1
20810;44.2134341310864;-1.18510580129781;1;1;1
20801;44.2133201440655;-1.18502219975829;1;1;1
20820;44.2133533076431;-1.18486172593586;1;1;1
